Started POST "/super/index?name=admin&password=[FILTERED]" for 127.0.0.1 at 2019-01-23 16:46:48 +0800
  
ActionController::RoutingError (No route matches [POST] "/super/index"):
  
actionpack (5.2.2) lib/action_dispatch/middleware/debug_exceptions.rb:65:in `call'
web-console (3.7.0) lib/web_console/middleware.rb:135:in `call_app'
web-console (3.7.0) lib/web_console/middleware.rb:30:in `block in call'
web-console (3.7.0) lib/web_console/middleware.rb:20:in `catch'
web-console (3.7.0) lib/web_console/middleware.rb:20:in `call'
actionpack (5.2.2) lib/action_dispatch/middleware/show_exceptions.rb:33:in `call'
railties (5.2.2) lib/rails/rack/logger.rb:38:in `call_app'
railties (5.2.2) lib/rails/rack/logger.rb:26:in `block in call'
activesupport (5.2.2) lib/active_support/tagged_logging.rb:71:in `block in tagged'
activesupport (5.2.2) lib/active_support/tagged_logging.rb:28:in `tagged'
activesupport (5.2.2) lib/active_support/tagged_logging.rb:71:in `tagged'
railties (5.2.2) lib/rails/rack/logger.rb:26:in `call'
sprockets-rails (3.2.1) lib/sprockets/rails/quiet_assets.rb:13:in `call'
actionpack (5.2.2) lib/action_dispatch/middleware/remote_ip.rb:81:in `call'
actionpack (5.2.2) lib/action_dispatch/middleware/request_id.rb:27:in `call'
rack (2.0.6) lib/rack/method_override.rb:22:in `call'
rack (2.0.6) lib/rack/runtime.rb:22:in `call'
activesupport (5.2.2) lib/active_support/cache/strategy/local_cache_middleware.rb:29:in `call'
actionpack (5.2.2) lib/action_dispatch/middleware/executor.rb:14:in `call'
actionpack (5.2.2) lib/action_dispatch/middleware/static.rb:127:in `call'
rack (2.0.6) lib/rack/sendfile.rb:111:in `call'
railties (5.2.2) lib/rails/engine.rb:524:in `call'
puma (3.12.0) lib/puma/configuration.rb:225:in `call'
puma (3.12.0) lib/puma/server.rb:658:in `handle_request'
puma (3.12.0) lib/puma/server.rb:472:in `process_client'
puma (3.12.0) lib/puma/server.rb:332:in `block in run'
puma (3.12.0) lib/puma/thread_pool.rb:133:in `block in spawn_thread'
Started GET "/super/index?name=admin&password=[FILTERED]" for 127.0.0.1 at 2019-01-23 16:46:57 +0800
Processing by SuperController#index as */*
  Parameters: {"name"=>"admin", "password"=>"[FILTERED]"}
MONGODB | EVENT: #<Mongo::Monitoring::Event::TopologyOpening topology=Unknown>
MONGODB | Topology type 'unknown' initializing.
MONGODB | EVENT: #<Mongo::Monitoring::Event::ServerOpening address=localhost:27017 topology=Unknown>
MONGODB | Server localhost:27017 initializing.
MONGODB | EVENT: #<Mongo::Monitoring::Event::TopologyChanged prev=Unknown new=Single>
MONGODB | Topology type 'unknown' changed to type 'single'.
MONGODB | EVENT: #<Mongo::Monitoring::Event::ServerDescriptionChanged>
MONGODB | Server description for localhost:27017 changed from 'unknown' to 'standalone'.
MONGODB | EVENT: #<Mongo::Monitoring::Event::TopologyChanged prev=Single new=Single>
MONGODB | There was a change in the members of the 'single' topology.
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"super_users", "query"=>{"name"=>"admin"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.002s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.002s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.002s
Completed 200 OK in 96ms (Views: 19.1ms)


Started POST "/user/article/comment/index" for 127.0.0.1 at 2019-01-23 17:41:26 +0800
Processing by CommentController#create as */*
  Parameters: {"articleId"=>"5c3d6db009e4ac2171f61980", "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "nickName"=>"会飞的鱼", "avatarUrl"=>"https://wx.qlogo.cn/mmopen/vi_32/nh5xffgGyPf8E55ia3AxKxJNaH2qA2ACqsjSs3MaXbuEjLMWhkcfhW7w9M1kCiaGr8rKPicel7PjvP4FmV1D5z9uA/132", "comment"=>{"userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "articleId"=>"5c3d6db009e4ac2171f61980", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "avatarUrl"=>"https://wx.qlogo.cn/mmopen/vi_32/nh5xffgGyPf8E55ia3AxKxJNaH2qA2ACqsjSs3MaXbuEjLMWhkcfhW7w9M1kCiaGr8rKPicel7PjvP4FmV1D5z9uA/132", "nickName"=>"会飞的鱼"}}
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"users", "query"=>{"_id"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0"}}
MONGODB | localhost:27017 | offer_queen_development.count | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.insert | STARTED | {"insert"=>"comments", "documents"=>[{"_id"=>BSON::ObjectId('5c4836c609e4ac68bcad41ae'), "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "articleId"=>"5c3d6db009e4ac2171f61980", "time"=>"2019-01-23 17:41:26", ...
MONGODB | localhost:27017 | offer_queen_development.insert | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"articles", "filter"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.update | STARTED | {"update"=>"articles", "updates"=>[{"q"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}, "u"=>{"$set"=>{"commentList"=>[{"_id"=>BSON::ObjectId('5c482abb09e4ac68bcad41ac'), "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"asdgsadgsadg", "arti...
MONGODB | localhost:27017 | offer_queen_development.update | SUCCEEDED | 0.001s
Completed 200 OK in 8ms (Views: 0.4ms)


Started POST "/user/article/comment/index" for 127.0.0.1 at 2019-01-23 17:41:27 +0800
Processing by CommentController#create as */*
  Parameters: {"articleId"=>"5c3d6db009e4ac2171f61980", "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "nickName"=>"会飞的鱼", "avatarUrl"=>"https://wx.qlogo.cn/mmopen/vi_32/nh5xffgGyPf8E55ia3AxKxJNaH2qA2ACqsjSs3MaXbuEjLMWhkcfhW7w9M1kCiaGr8rKPicel7PjvP4FmV1D5z9uA/132", "comment"=>{"userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "articleId"=>"5c3d6db009e4ac2171f61980", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "avatarUrl"=>"https://wx.qlogo.cn/mmopen/vi_32/nh5xffgGyPf8E55ia3AxKxJNaH2qA2ACqsjSs3MaXbuEjLMWhkcfhW7w9M1kCiaGr8rKPicel7PjvP4FmV1D5z9uA/132", "nickName"=>"会飞的鱼"}}
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"users", "query"=>{"_id"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0"}}
MONGODB | localhost:27017 | offer_queen_development.count | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.insert | STARTED | {"insert"=>"comments", "documents"=>[{"_id"=>BSON::ObjectId('5c4836c709e4ac68bcad41af'), "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "articleId"=>"5c3d6db009e4ac2171f61980", "time"=>"2019-01-23 17:41:27", ...
MONGODB | localhost:27017 | offer_queen_development.insert | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"articles", "filter"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.update | STARTED | {"update"=>"articles", "updates"=>[{"q"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}, "u"=>{"$set"=>{"commentList"=>[{"_id"=>BSON::ObjectId('5c482abb09e4ac68bcad41ac'), "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"asdgsadgsadg", "arti...
MONGODB | localhost:27017 | offer_queen_development.update | SUCCEEDED | 0.000s
Completed 200 OK in 7ms (Views: 0.3ms)


Started POST "/user/article/comment/index" for 127.0.0.1 at 2019-01-23 17:41:29 +0800
Processing by CommentController#create as */*
  Parameters: {"articleId"=>"5c3d6db009e4ac2171f61980", "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "nickName"=>"会飞的鱼", "avatarUrl"=>"https://wx.qlogo.cn/mmopen/vi_32/nh5xffgGyPf8E55ia3AxKxJNaH2qA2ACqsjSs3MaXbuEjLMWhkcfhW7w9M1kCiaGr8rKPicel7PjvP4FmV1D5z9uA/132", "comment"=>{"userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "articleId"=>"5c3d6db009e4ac2171f61980", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "avatarUrl"=>"https://wx.qlogo.cn/mmopen/vi_32/nh5xffgGyPf8E55ia3AxKxJNaH2qA2ACqsjSs3MaXbuEjLMWhkcfhW7w9M1kCiaGr8rKPicel7PjvP4FmV1D5z9uA/132", "nickName"=>"会飞的鱼"}}
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"users", "query"=>{"_id"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0"}}
MONGODB | localhost:27017 | offer_queen_development.count | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.insert | STARTED | {"insert"=>"comments", "documents"=>[{"_id"=>BSON::ObjectId('5c4836c909e4ac68bcad41b0'), "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "articleId"=>"5c3d6db009e4ac2171f61980", "time"=>"2019-01-23 17:41:29", ...
MONGODB | localhost:27017 | offer_queen_development.insert | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"articles", "filter"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.update | STARTED | {"update"=>"articles", "updates"=>[{"q"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}, "u"=>{"$set"=>{"commentList"=>[{"_id"=>BSON::ObjectId('5c482abb09e4ac68bcad41ac'), "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"asdgsadgsadg", "arti...
MONGODB | localhost:27017 | offer_queen_development.update | SUCCEEDED | 0.001s
Completed 200 OK in 16ms (Views: 0.3ms)


Started POST "/user/article/comment/index" for 127.0.0.1 at 2019-01-23 17:41:29 +0800
Processing by CommentController#create as */*
  Parameters: {"articleId"=>"5c3d6db009e4ac2171f61980", "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "nickName"=>"会飞的鱼", "avatarUrl"=>"https://wx.qlogo.cn/mmopen/vi_32/nh5xffgGyPf8E55ia3AxKxJNaH2qA2ACqsjSs3MaXbuEjLMWhkcfhW7w9M1kCiaGr8rKPicel7PjvP4FmV1D5z9uA/132", "comment"=>{"userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "articleId"=>"5c3d6db009e4ac2171f61980", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "avatarUrl"=>"https://wx.qlogo.cn/mmopen/vi_32/nh5xffgGyPf8E55ia3AxKxJNaH2qA2ACqsjSs3MaXbuEjLMWhkcfhW7w9M1kCiaGr8rKPicel7PjvP4FmV1D5z9uA/132", "nickName"=>"会飞的鱼"}}
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"users", "query"=>{"_id"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0"}}
MONGODB | localhost:27017 | offer_queen_development.count | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.insert | STARTED | {"insert"=>"comments", "documents"=>[{"_id"=>BSON::ObjectId('5c4836c909e4ac68bcad41b1'), "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "articleId"=>"5c3d6db009e4ac2171f61980", "time"=>"2019-01-23 17:41:29", ...
MONGODB | localhost:27017 | offer_queen_development.insert | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"articles", "filter"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.update | STARTED | {"update"=>"articles", "updates"=>[{"q"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}, "u"=>{"$set"=>{"commentList"=>[{"_id"=>BSON::ObjectId('5c482abb09e4ac68bcad41ac'), "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"asdgsadgsadg", "arti...
MONGODB | localhost:27017 | offer_queen_development.update | SUCCEEDED | 0.000s
Completed 200 OK in 7ms (Views: 0.2ms)


Started POST "/user/article/comment/index" for 127.0.0.1 at 2019-01-23 17:41:29 +0800
Processing by CommentController#create as */*
  Parameters: {"articleId"=>"5c3d6db009e4ac2171f61980", "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "nickName"=>"会飞的鱼", "avatarUrl"=>"https://wx.qlogo.cn/mmopen/vi_32/nh5xffgGyPf8E55ia3AxKxJNaH2qA2ACqsjSs3MaXbuEjLMWhkcfhW7w9M1kCiaGr8rKPicel7PjvP4FmV1D5z9uA/132", "comment"=>{"userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "articleId"=>"5c3d6db009e4ac2171f61980", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "avatarUrl"=>"https://wx.qlogo.cn/mmopen/vi_32/nh5xffgGyPf8E55ia3AxKxJNaH2qA2ACqsjSs3MaXbuEjLMWhkcfhW7w9M1kCiaGr8rKPicel7PjvP4FmV1D5z9uA/132", "nickName"=>"会飞的鱼"}}
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"users", "query"=>{"_id"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0"}}
MONGODB | localhost:27017 | offer_queen_development.count | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.insert | STARTED | {"insert"=>"comments", "documents"=>[{"_id"=>BSON::ObjectId('5c4836c909e4ac68bcad41b2'), "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "articleId"=>"5c3d6db009e4ac2171f61980", "time"=>"2019-01-23 17:41:29", ...
MONGODB | localhost:27017 | offer_queen_development.insert | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"articles", "filter"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.update | STARTED | {"update"=>"articles", "updates"=>[{"q"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}, "u"=>{"$set"=>{"commentList"=>[{"_id"=>BSON::ObjectId('5c482abb09e4ac68bcad41ac'), "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"asdgsadgsadg", "arti...
MONGODB | localhost:27017 | offer_queen_development.update | SUCCEEDED | 0.001s
Completed 200 OK in 13ms (Views: 0.3ms)


Started POST "/user/article/comment/index" for 127.0.0.1 at 2019-01-23 17:41:29 +0800
Processing by CommentController#create as */*
  Parameters: {"articleId"=>"5c3d6db009e4ac2171f61980", "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "nickName"=>"会飞的鱼", "avatarUrl"=>"https://wx.qlogo.cn/mmopen/vi_32/nh5xffgGyPf8E55ia3AxKxJNaH2qA2ACqsjSs3MaXbuEjLMWhkcfhW7w9M1kCiaGr8rKPicel7PjvP4FmV1D5z9uA/132", "comment"=>{"userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "articleId"=>"5c3d6db009e4ac2171f61980", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "avatarUrl"=>"https://wx.qlogo.cn/mmopen/vi_32/nh5xffgGyPf8E55ia3AxKxJNaH2qA2ACqsjSs3MaXbuEjLMWhkcfhW7w9M1kCiaGr8rKPicel7PjvP4FmV1D5z9uA/132", "nickName"=>"会飞的鱼"}}
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"users", "query"=>{"_id"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0"}}
MONGODB | localhost:27017 | offer_queen_development.count | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.insert | STARTED | {"insert"=>"comments", "documents"=>[{"_id"=>BSON::ObjectId('5c4836c909e4ac68bcad41b3'), "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"d f g da gd f g da g s d地方各大公司的广告", "articleId"=>"5c3d6db009e4ac2171f61980", "time"=>"2019-01-23 17:41:29", ...
MONGODB | localhost:27017 | offer_queen_development.insert | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"articles", "filter"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.update | STARTED | {"update"=>"articles", "updates"=>[{"q"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}, "u"=>{"$set"=>{"commentList"=>[{"_id"=>BSON::ObjectId('5c482abb09e4ac68bcad41ac'), "userId"=>"oX9m94uAQ-h-mCteRAoMYAflPFz0", "content"=>"asdgsadgsadg", "arti...
MONGODB | localhost:27017 | offer_queen_development.update | SUCCEEDED | 0.001s
Completed 200 OK in 10ms (Views: 0.3ms)


Started GET "/super/index?name=admin&password=[FILTERED]" for 127.0.0.1 at 2019-01-23 17:41:57 +0800
Processing by SuperController#index as */*
  Parameters: {"name"=>"admin", "password"=>"[FILTERED]"}
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"super_users", "query"=>{"name"=>"admin"}}
MONGODB | localhost:27017 | offer_queen_development.count | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"articles", "filter"=>{}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94sf5rxQ37n96pNFODb-HNWs"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94sf5rxQ37n96pNFODb-HNWs"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94sf5rxQ37n96pNFODb-HNWs"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94sf5rxQ37n96pNFODb-HNWs"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94sf5rxQ37n96pNFODb-HNWs"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94sf5rxQ37n96pNFODb-HNWs"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94sf5rxQ37n96pNFODb-HNWs"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94sf5rxQ37n96pNFODb-HNWs"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94sf5rxQ37n96pNFODb-HNWs"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94sf5rxQ37n96pNFODb-HNWs"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94sf5rxQ37n96pNFODb-HNWs"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94sf5rxQ37n96pNFODb-HNWs"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94sf5rxQ37n96pNFODb-HNWs"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"users", "filter"=>{"_id"=>"oX9m94sf5rxQ37n96pNFODb-HNWs"}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.001s
Completed 200 OK in 39ms (Views: 3.2ms)


Started GET "/super/comment?name=admin&password=[FILTERED]&commentId=5c4836c609e4ac68bcad41ae" for 127.0.0.1 at 2019-01-23 17:42:24 +0800
Processing by SuperController#comment as */*
  Parameters: {"name"=>"admin", "password"=>"[FILTERED]", "commentId"=>"5c4836c609e4ac68bcad41ae"}
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"super_users", "query"=>{"name"=>"admin"}}
MONGODB | localhost:27017 | offer_queen_development.count | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"comments", "query"=>{"_id"=>BSON::ObjectId('5c4836c609e4ac68bcad41ae')}}
MONGODB | localhost:27017 | offer_queen_development.count | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"comments", "filter"=>{"_id"=>BSON::ObjectId('5c4836c609e4ac68bcad41ae')}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"articles", "filter"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.001s
Completed 200 OK in 8ms (Views: 0.3ms)


Started GET "/super/comment?name=admin&password=[FILTERED]&commentId=5c4836c609e4ac68bcad41ae" for 127.0.0.1 at 2019-01-23 17:42:39 +0800
Processing by SuperController#comment as */*
  Parameters: {"name"=>"admin", "password"=>"[FILTERED]", "commentId"=>"5c4836c609e4ac68bcad41ae"}
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"super_users", "query"=>{"name"=>"admin"}}
MONGODB | localhost:27017 | offer_queen_development.count | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"comments", "query"=>{"_id"=>BSON::ObjectId('5c4836c609e4ac68bcad41ae')}}
MONGODB | localhost:27017 | offer_queen_development.count | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"comments", "filter"=>{"_id"=>BSON::ObjectId('5c4836c609e4ac68bcad41ae')}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"articles", "filter"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.001s
Completed 200 OK in 38ms (Views: 0.3ms)


Started GET "/super/comment?name=admin&password=[FILTERED]&commentId=5c4836c609e4ac68bcad41ae" for 127.0.0.1 at 2019-01-23 17:42:50 +0800
Processing by SuperController#comment as */*
  Parameters: {"name"=>"admin", "password"=>"[FILTERED]", "commentId"=>"5c4836c609e4ac68bcad41ae"}
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"super_users", "query"=>{"name"=>"admin"}}
MONGODB | localhost:27017 | offer_queen_development.count | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"comments", "query"=>{"_id"=>BSON::ObjectId('5c4836c609e4ac68bcad41ae')}}
MONGODB | localhost:27017 | offer_queen_development.count | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"comments", "filter"=>{"_id"=>BSON::ObjectId('5c4836c609e4ac68bcad41ae')}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"articles", "filter"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.001s
Completed 200 OK in 7ms (Views: 0.3ms)


Started GET "/super/comment?name=admin&password=[FILTERED]&commentId=5c4836c609e4ac68bcad41ae" for 127.0.0.1 at 2019-01-23 17:43:09 +0800
Processing by SuperController#comment as */*
  Parameters: {"name"=>"admin", "password"=>"[FILTERED]", "commentId"=>"5c4836c609e4ac68bcad41ae"}
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"super_users", "query"=>{"name"=>"admin"}}
MONGODB | localhost:27017 | offer_queen_development.count | SUCCEEDED | 0.001s
MONGODB | localhost:27017 | offer_queen_development.count | STARTED | {"count"=>"comments", "query"=>{"_id"=>BSON::ObjectId('5c4836c609e4ac68bcad41ae')}}
MONGODB | localhost:27017 | offer_queen_development.count | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"comments", "filter"=>{"_id"=>BSON::ObjectId('5c4836c609e4ac68bcad41ae')}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.000s
MONGODB | localhost:27017 | offer_queen_development.find | STARTED | {"find"=>"articles", "filter"=>{"_id"=>BSON::ObjectId('5c3d6db009e4ac2171f61980')}}
MONGODB | localhost:27017 | offer_queen_development.find | SUCCEEDED | 0.001s
Completed 200 OK in 27ms (Views: 0.3ms)


